accession,sample_name,longitude_deg,latitude_deg,country,studies,env_biome,env_feature,env_material,experiment_type,collection_date,env_package_type
mgm4523756.3,3W1_ITS,69.025,53.41022,Netherlands,ITS_Soil_Wheat_Microbial_ConsortiaRUG,forest biome,terrestrial habitat,soil,Amplicon,2012-08-17 11:30:25 UTC-1,soil
mgm4523757.3,3W2_ITS,69.025,53.41022,Netherlands,ITS_Soil_Wheat_Microbial_ConsortiaRUG,forest biome,terrestrial habitat,soil,Amplicon,2012-08-17 11:30:25 UTC-1,soil
mgm4523758.3,SC1_ITS,69.025,53.41022,Netherlands,ITS_Soil_Wheat_Microbial_ConsortiaRUG,forest biome,terrestrial habitat,soil,Amplicon,2012-08-17 11:30:25 UTC-1,soil
mgm4523769.3,10T1_ITS,69.025,53.4102,Netherlands,ITS_Soil_Wheat_Microbial_ConsortiaRUG,forest biome,terrestrial habitat,soil,Amplicon,2012-08-17 11:30:25 UTC-1,soil
mgm4523770.3,1T3_ITS,69.025,53.4102,Netherlands,ITS_Soil_Wheat_Microbial_ConsortiaRUG,forest biome,terrestrial habitat,soil,Amplicon,2012-08-17 11:30:25 UTC-1,soil
mgm4523771.3,3T3_ITS,69.025,53.4102,Netherlands,ITS_Soil_Wheat_Microbial_ConsortiaRUG,forest biome,terrestrial habitat,soil,Amplicon,2012-08-17 11:30:25 UTC-1,soil
mgm4524846.3,D_Ap,5.999722,51.99861,Netherlands,Pyroseq_nifH,anthropogenic terrestrial biome,terrestrial habitat,soil,AmpliconGene,2010-01-04 10:30:25 UTC-1,soil
mgm4524847.3,D_Ju,5.999722,51.99861,Netherlands,Pyroseq_nifH,anthropogenic terrestrial biome,terrestrial habitat,soil,AmpliconGene,2010-01-06 10:30:25 UTC-1,soil
mgm4524848.3,D_Oc,5.999722,51.99861,Netherlands,Pyroseq_nifH,anthropogenic terrestrial biome,terrestrial habitat,soil,AmpliconGene,2010-01-10 10:30:25 UTC-1,soil
mgm4524849.3,G_Ap,5.999722,51.99861,Netherlands,Pyroseq_nifH,anthropogenic terrestrial biome,terrestrial habitat,soil,AmpliconGene,2010-01-04 10:30:25 UTC-1,soil
mgm4524850.3,G_Ju,5.999722,51.99861,Netherlands,Pyroseq_nifH,anthropogenic terrestrial biome,terrestrial habitat,soil,AmpliconGene,2010-01-06 10:30:25 UTC-1,soil
mgm4524851.3,G_Oc,5.999722,51.99861,Netherlands,Pyroseq_nifH,anthropogenic terrestrial biome,terrestrial habitat,soil,AmpliconGene,2010-01-10 10:30:25 UTC-1,soil
mgm4524852.3,K_Ap,5.999722,51.99861,Netherlands,Pyroseq_nifH,anthropogenic terrestrial biome,terrestrial habitat,soil,AmpliconGene,2010-01-04 10:30:25 UTC-1,soil
mgm4524853.3,K_Ju,5.999722,51.99861,Netherlands,Pyroseq_nifH,anthropogenic terrestrial biome,terrestrial habitat,soil,AmpliconGene,2010-01-06 10:30:25 UTC-1,soil
mgm4524854.3,K_Oc,5.999722,51.99861,Netherlands,Pyroseq_nifH,anthropogenic terrestrial biome,terrestrial habitat,soil,AmpliconGene,2010-01-10 10:30:25 UTC-1,soil
mgm4525089.3,SIP_all,-84.4808,42.7348,USA,Distinctive biphenyl-utilizing populations in three PCB-contaminated sites revealed by stable isotope probing and pyrosequencing,anthropogenic terrestrial biome,anthropogenic habitat,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4525982.3,B_Ap,6.8225,52.927223,Netherlands,Pyroseq_nifH,anthropogenic terrestrial biome,agricultural feature,agricultural soil,AmpliconGene,2010-01-04 11:00:00 UTC-1,soil
mgm4525983.3,B_Ju,6.8225,52.927223,Netherlands,Pyroseq_nifH,anthropogenic terrestrial biome,agricultural feature,agricultural soil,AmpliconGene,2010-01-06 11:00:00 UTC-1,soil
mgm4525984.3,B_Oc,6.8225,52.927223,Netherlands,Pyroseq_nifH,anthropogenic terrestrial biome,agricultural feature,agricultural soil,AmpliconGene,2010-01-10 11:00:00 UTC-1,soil
mgm4527388.3,L1,-84.281334,35.97382,USA,Lysimeter PAH HK44,Temperate mixed forest biome,Research Station,Soil,AmpliconGene,2010-06-14 10:00:00 UTC-4,soil
mgm4527389.3,L2,-84.281334,35.97382,USA,Lysimeter PAH HK44,Temperate mixed forest biome,Research Station,Soil,AmpliconGene,2010-06-14 10:00:00 UTC-4,soil
mgm4527390.3,L3,-84.281334,35.97382,USA,Lysimeter PAH HK44,Temperate mixed forest biome,Research Station,Soil,AmpliconGene,2010-06-14 10:00:00 UTC-4,soil
mgm4527391.3,L4,-84.281334,35.97382,USA,Lysimeter PAH HK44,Temperate mixed forest biome,Research Station,Soil,AmpliconGene,2010-06-14 10:00:00 UTC-4,soil
mgm4527392.3,L5,-84.281334,35.97382,USA,Lysimeter PAH HK44,Temperate mixed forest biome,Research Station,Soil,AmpliconGene,2010-06-14 10:00:00 UTC-4,soil
mgm4527393.3,L6,-84.281334,35.97382,USA,Lysimeter PAH HK44,Temperate mixed forest biome,Research Station,Soil,AmpliconGene,2010-06-14 10:00:00 UTC-4,soil
mgm4528623.3,Soil_DMS_heavy_V2assembly_Contigs,-1.61,52.19,United Kingdom,Diversity of dimethylsulfide degrading microorganisms in terrestrial environments,cropland biome,field soil,agricultural soil,WGS,2010-01-20 11:00:00 UTC0,soil
mgm4528624.3,Soil_DMS_light_V2assembly_Contigs,-1.61,52.19,United Kingdom,Diversity of dimethylsulfide degrading microorganisms in terrestrial environments,cropland biome,field soil,agricultural soil,WGS,2010-01-20 11:00:00 UTC0,soil
mgm4528669.3,Himalaya,88.117226,27.8,Nepal,"Recently deglaciated high-altitude soils of the Himalaya: diverse environments, heterogenous bacterial communities and long-range dust inputs from the upper troposphere",montane desert biome,peak,soil,Amplicon,2002-10-01 12:00:00 UTC+0,soil
mgm4529373.3,Wheat-24,55.634693,13.406167,Sweden,Functional_diversity1,terrestrial biome,farm soil,soil,WGS,2012-10-01 13:00:00 UTC+1,soil
mgm4529749.3,BK1V4,83.898056,35.88281,USA,Football Field,grassland biome,field,Soil,AmpliconGene,2013-05-30 13:00:00 UTC -4,soil
mgm4529750.3,BK2V4,83.898056,35.88281,USA,Football Field,grassland biome,field,Soil,AmpliconGene,2013-05-30 13:00:00 UTC -4,soil
mgm4529751.3,CEHSV4,83.924965,36.03828,USA,Football Field,grassland biome,field,Soil,AmpliconGene,2013-06-04 19:00:00 UTC -4,soil
mgm4529752.3,CHIV4,83.85133,36.00695,USA,Football Field,grassland biome,field,Soil,AmpliconGene,2013-05-13 19:00:00 UTC -4,soil
mgm4529753.3,SCHSV4,83.52959,35.86672,USA,Football Field,grassland biome,field,Soil,AmpliconGene,2013-06-04 19:00:00 UTC -4,soil
mgm4529754.3,WHSV4,83.97496,35.946728,USA,Football Field,grassland biome,field,Soil,AmpliconGene,2013-06-04 19:00:00 UTC -4,soil
mgm4529836.3,joinA_remove,6.9602785,50.93753,Germany,Barley,terrestrial biome,biotic mesoscopic physical object,soil,WGS,2011-04-01 10:00:00 UTC1,plant-associated
mgm4530504.3,joinedC_remove,6.9602785,50.93753,Germany,Barley,terrestrial biome,biotic mesoscopic physical object,soil,WGS,2011-04-01 10:00:00 UTC1,plant-associated
mgm4532564.3,Assembled Metatranscriptome,-85.376,42.39529,USA,Miscanthus Metatranscriptome,terrestrial biome,terrestrial habitat,soil,WGS,2011-08-05 15:30:00 UTC-6,soil
mgm4533948.3,AKAn,138.5715,-35.029007,Australia,Soil metagenomes comparison in forensics ,terrestrial biome,park,soil,WGS,2013-07-18 11:30:00 UTC9:30,soil
mgm4533949.3,AKAs,138.5715,-35.029007,Australia,Soil metagenomes comparison in forensics ,terrestrial biome,park,soil,WGS,2013-07-18 11:30:00 UTC9:30,soil
mgm4533950.3,AKAw,138.5715,-35.029007,Australia,Soil metagenomes comparison in forensics ,terrestrial biome,park,soil,WGS,2013-07-18 11:30:00 UTC9:30,soil
mgm4533951.3,AKBe,138.53668,-35.016136,Australia,Soil metagenomes comparison in forensics ,terrestrial biome,park,soil,WGS,2013-07-18 12:30:00 UTC9:30,soil
mgm4533952.3,AKBn,138.53668,-35.016136,Australia,Soil metagenomes comparison in forensics ,terrestrial biome,park,soil,WGS,2013-07-18 12:29:59 UTC9:30,soil
mgm4533953.3,AKBs,138.53668,-35.016136,Australia,Soil metagenomes comparison in forensics ,terrestrial biome,park,soil,WGS,2013-07-18 12:30:00 UTC9:30,soil
mgm4533954.3,DukeFACE28S,-79.01,36,USA,Duke FACE nitrogen seasonal fungal survey,forest,forest,soil,AmpliconGene,2009-05-01 12:00:00 UTC,soil
mgm4533955.3,DukeFACEcbhI,-79.01,36,USA,Duke FACE nitrogen seasonal fungal survey,forest,forest,soil,AmpliconGene,2009-05-01 12:00:00 UTC,soil
mgm4534396.3,BX1,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-01 09:00:00 UTC,human-associated
mgm4534397.3,BX10,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-10 18:00:00 UTC,human-associated
mgm4534398.3,BX11,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-11 19:00:00 UTC,human-associated
mgm4534399.3,BX12,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-12 19:59:59 UTC,human-associated
mgm4534400.3,BX13,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-13 21:00:00 UTC,human-associated
mgm4534401.3,BX14,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-14 22:00:00 UTC,human-associated
mgm4534402.3,BX15,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-15 22:59:59 UTC,human-associated
mgm4534403.3,BX16,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-16 00:00:00 UTC,human-associated
mgm4534404.3,BX17,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-17 01:00:00 UTC,human-associated
mgm4534405.3,BX18,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-18 02:00:00 UTC,human-associated
mgm4534406.3,BX19,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-19 03:00:00 UTC,human-associated
mgm4534407.3,BX2,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-02 10:00:00 UTC,human-associated
mgm4534408.3,BX20,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-20 04:00:00 UTC,human-associated
mgm4534409.3,BX21,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-21 05:00:00 UTC,human-associated
mgm4534410.3,BX22,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-22 06:00:00 UTC,human-associated
mgm4534411.3,BX23,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-23 07:00:00 UTC,human-associated
mgm4534412.3,BX24,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-24 08:00:00 UTC,human-associated
mgm4534413.3,BX25,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-25 09:00:00 UTC,human-associated
mgm4534414.3,BX26,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-26 10:00:00 UTC,human-associated
mgm4534415.3,BX27,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-27 11:00:00 UTC,human-associated
mgm4534416.3,BX28,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-28 12:00:00 UTC,human-associated
mgm4534417.3,BX29,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-29 13:00:00 UTC,human-associated
mgm4534418.3,BX3,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-03 10:59:59 UTC,human-associated
mgm4534419.3,BX30,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-30 14:00:00 UTC,human-associated
mgm4534420.3,BX31,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-01 15:00:00 UTC,human-associated
mgm4534421.3,BX32,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-02 16:00:00 UTC,human-associated
mgm4534422.3,BX33,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-03 17:00:00 UTC,human-associated
mgm4534423.3,BX34,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-04 18:00:00 UTC,human-associated
mgm4534424.3,BX35,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-05 19:00:00 UTC,human-associated
mgm4534425.3,BX36,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-06 20:00:00 UTC,human-associated
mgm4534426.3,BX37,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-07 21:00:00 UTC,human-associated
mgm4534427.3,BX38,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-08 22:00:00 UTC,human-associated
mgm4534428.3,BX39,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-09 23:00:00 UTC,human-associated
mgm4534429.3,BX4,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-04 12:00:00 UTC,human-associated
mgm4534430.3,BX40,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-10 00:00:00 UTC,human-associated
mgm4534431.3,BX41,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-11 01:00:00 UTC,human-associated
mgm4534432.3,BX42,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-12 02:00:00 UTC,human-associated
mgm4534433.3,BX43,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-13 03:00:00 UTC,human-associated
mgm4534434.3,BX44,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-14 04:00:00 UTC,human-associated
mgm4534435.3,BX45,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-15 05:00:00 UTC,human-associated
mgm4534436.3,BX46,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-16 06:00:00 UTC,human-associated
mgm4534437.3,BX47,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-17 07:00:00 UTC,human-associated
mgm4534438.3,BX48,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-18 08:00:00 UTC,human-associated
mgm4534439.3,BX49,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-19 09:00:00 UTC,human-associated
mgm4534440.3,BX5,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-05 13:00:00 UTC,human-associated
mgm4534441.3,BX50,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-20 10:00:00 UTC,human-associated
mgm4534442.3,BX51,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-21 11:00:00 UTC,human-associated
mgm4534443.3,BX52,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-22 12:00:00 UTC,human-associated
mgm4534444.3,BX53,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-23 13:00:00 UTC,human-associated
mgm4534445.3,BX54,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-24 14:00:00 UTC,human-associated
mgm4534446.3,BX55,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-25 15:00:00 UTC,human-associated
mgm4534447.3,BX56,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-26 16:00:00 UTC,human-associated
mgm4534448.3,BX57,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-27 17:00:00 UTC,human-associated
mgm4534449.3,BX58,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-28 18:00:00 UTC,human-associated
mgm4534450.3,BX59,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-29 19:00:00 UTC,human-associated
mgm4534451.3,BX6,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-04-06 13:59:59 UTC,human-associated
mgm4534452.3,BX60,1.5833,54.9833,United Kingdom,Sputum microbiome in bronchiectasis patients,terrestrial biome,harbor,soil,Amplicon,2012-05-30 20:00:00 UTC,human-associated
